session_id	ts	article	choice	query	question
f5b81e7faa021a81	2017-08-04T03:32:12Z	V (comics)	timeout	who is v for vendetta?	Would you click on this page when searching for '...'?
02c4915c6d834efd	2017-08-04T03:33:06Z	Super Why!	timeout	why is a baby goat a kid?	If you searched for '...', would this article be relevant?
a40389ecc8b2848b	2017-08-04T03:33:10Z	Super Why!	timeout	why is a baby goat a kid?	Would you click on this page when searching for '...'?
02c4915c6d834efd	2017-08-04T03:34:12Z	Super Why!	timeout	why is a baby goat a kid?	If you searched for '...', would this article be a good result?
4071584e061d70da	2017-08-04T03:39:01Z	List of search engines	timeout	search engine	If someone searched for '...', would they want to read this article?
c0a51cfeff2dc339	2017-08-04T03:39:06Z	IQ classification	timeout	what is a genius iq?	Would you click on this page when searching for '...'?
7c5e75bcd64b7552	2017-08-04T03:40:30Z	The White Stripes	timeout	star and stripes	If you searched for '...', would this article be relevant?
e078377692f976da	2017-08-04T03:41:06Z	V for Vendetta	timeout	who is v for vendetta?	If you searched for '...', would this article be relevant?
c28a5aef72fa52b7	2017-08-04T03:41:15Z	Stripes (film)	timeout	star and stripes	If you searched for '...', would this article be a good result?
f0c646d0559881f0	2017-08-04T03:43:49Z	Flower	timeout	how do flowers bloom?	If someone searched for '...', would they want to read this article?
c0338bcfa5eb9ac0	2017-08-04T03:45:45Z	Tinker Tailor Soldier Spy	timeout	sailor soldier tinker spy	If you searched for '...', would this article be relevant?
d1451454ebae127f	2017-08-04T03:49:19Z	IQ classification	timeout	what is a genius iq?	If someone searched for '...', would they want to read this article?
cbcc3eab033f9133	2017-08-04T03:50:11Z	Flowers in the Attic	timeout	how do flowers bloom?	Would you click on this page when searching for '...'?
a165a941f6fd9d6c	2017-08-04T03:51:52Z	Search engine marketing	yes	search engine	Would you click on this page when searching for '...'?
50dbefb9fc3e952b	2017-08-04T03:51:56Z	V for Vendetta (film)	yes	who is v for vendetta?	If you searched for '...', would this article be relevant?
b5f4c290a631751e	2017-08-04T03:53:38Z	Fewer vs. less	timeout	10 items or fewer	Would you click on this page when searching for '...'?
b27c4ea74e4600f7	2017-08-04T03:53:39Z	The Collected Stories of Philip K. Dick	timeout	yesterday beetles	If you searched for '...', would this article be a good result?
294bd4132cfc79f0	2017-08-04T03:54:12Z	V for Vendetta	timeout	who is v for vendetta?	Would you click on this page when searching for '...'?
4e3f3638b5c3ebba	2017-08-04T03:54:12Z	IQ classification	timeout	what is a genius iq?	Would you click on this page when searching for '...'?
e265f530d82c0035	2017-08-04T03:56:42Z	List of search engines	timeout	search engine	Would you click on this page when searching for '...'?
c4f2918057641757	2017-08-04T03:57:08Z	The White Stripes	no	star and stripes	If you searched for '...', would this article be a good result?
998aebc88d21543e	2017-08-04T03:59:30Z	List of search engines	timeout	search engine	If you searched for '...', would this article be a good result?
bc91ab230db5d6f8	2017-08-04T04:01:07Z	Ian Bannen	timeout	sailor soldier tinker spy	If you searched for '...', would this article be a good result?
cb30b8699d42ffb3	2017-08-04T04:02:03Z	Search engine optimization	timeout	search engine	Would you click on this page when searching for '...'?
f99ec4146ff2edb9	2017-08-04T04:03:20Z	The White Stripes	no	star and stripes	If you searched for '...', would this article be relevant?
515d4756b46422ca	2017-08-04T04:03:22Z	Item 47	timeout	10 items or fewer	If someone searched for '...', would they want to read this article?
9ac76717f7253efe	2017-08-04T04:04:44Z	Web search engine	no	search engine	Would you click on this page when searching for '...'?
7db2e10939d605a9	2017-08-04T04:06:55Z	The Kids from Room 402	no	why is a baby goat a kid?	If you searched for '...', would this article be a good result?
8fc8fcac4b561c1a	2017-08-04T04:09:06Z	Genius	timeout	what is a genius iq?	If you searched for '...', would this article be a good result?
4c5dd1edca7f3bee	2017-08-04T04:09:07Z	Fewer vs. less	yes	10 items or fewer	If you searched for '...', would this article be a good result?
dcdda205cfda6abb	2017-08-04T04:09:43Z	V (comics)	timeout	who is v for vendetta?	If someone searched for '...', would they want to read this article?
a47a06f65ae1ca7a	2017-08-04T04:10:15Z	Item-item collaborative filtering	dismiss	10 items or fewer	If you searched for '...', would this article be relevant?
2e08ba1a1f889952	2017-08-04T04:10:51Z	Search engine marketing	timeout	search engine	If you searched for '...', would this article be relevant?
40e55a047b10dcdc	2017-08-04T04:11:28Z	Genius (website)	timeout	what is a genius iq?	Would you click on this page when searching for '...'?
76b62efc608c5640	2017-08-04T04:12:33Z	Buster Keaton	timeout	block buster	If you searched for '...', would this article be relevant?
836d501fff4a0ae6	2017-08-04T04:12:39Z	Flowers in the Attic (1987 film)	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
4ba0308a3c00bba0	2017-08-04T04:12:43Z	Item-item collaborative filtering	timeout	10 items or fewer	If you searched for '...', would this article be relevant?
7e011c4e1bcf74f3	2017-08-04T04:14:02Z	Search engine optimization	timeout	search engine	Would you click on this page when searching for '...'?
a778df2df5d02413	2017-08-04T04:14:29Z	Flowers in the Attic	timeout	how do flowers bloom?	Would you click on this page when searching for '...'?
3c30bd8f9ccae225	2017-08-04T04:14:51Z	Flowers in the Attic (1987 film)	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
169dd692d1ea15fb	2017-08-04T04:15:06Z	Flower	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
02dec10f0202a012	2017-08-04T04:15:13Z	Genius (website)	no	what is a genius iq?	If you searched for '...', would this article be a good result?
af8875ffbe6f975f	2017-08-04T04:17:02Z	Web search engine	timeout	search engine	If you searched for '...', would this article be a good result?
3165918375604a33	2017-08-04T04:17:20Z	The White Stripes	timeout	star and stripes	If you searched for '...', would this article be a good result?
9c203f03eeb53ead	2017-08-04T04:17:51Z	Super Why!	timeout	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
a2d4404438a39447	2017-08-04T04:19:22Z	Flowers in the Attic	timeout	how do flowers bloom?	If someone searched for '...', would they want to read this article?
cec0790e55354895	2017-08-04T04:19:23Z	Diss (music)	timeout	yesterday beetles	Would you click on this page when searching for '...'?
ddb15e9dae81d3b4	2017-08-04T04:19:42Z	Search engine optimization	timeout	search engine	If you searched for '...', would this article be a good result?
cdf493f60791014d	2017-08-04T04:23:13Z	Genius	yes	what is a genius iq?	If you searched for '...', would this article be relevant?
066c1325ace84c5c	2017-08-04T04:24:12Z	Flower	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
1c90d08a59325a67	2017-08-04T04:25:00Z	Barney & Friends	no	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
9adb9c53d8aef1fe	2017-08-04T04:26:41Z	Web search engine	timeout	search engine	If you searched for '...', would this article be relevant?
1c90d08a59325a67	2017-08-04T04:26:59Z	Barney & Friends	no	why is a baby goat a kid?	Would you click on this page when searching for '...'?
8495919ab9ce408f	2017-08-04T04:26:59Z	Flowers in the Attic (1987 film)	timeout	how do flowers bloom?	If you searched for '...', would this article be a good result?
4b71324e7f1e9b12	2017-08-04T04:28:02Z	V for Vendetta (film)	timeout	who is v for vendetta?	If someone searched for '...', would they want to read this article?
05834d3d3d6a7a7a	2017-08-04T04:28:21Z	How Do You Sleep? (John Lennon song)	timeout	yesterday beetles	If someone searched for '...', would they want to read this article?
e5f9abea1db48078	2017-08-04T04:28:31Z	Diss (music)	timeout	yesterday beetles	If you searched for '...', would this article be relevant?
ef252ec7ed9b15a6	2017-08-04T04:28:54Z	Goat	timeout	why is a baby goat a kid?	If you searched for '...', would this article be relevant?
a1d28d6ff6f686d0	2017-08-04T04:29:13Z	Item 47	timeout	10 items or fewer	If someone searched for '...', would they want to read this article?
af3e74a824a8e4cc	2017-08-04T04:29:17Z	V for Vendetta (film)	yes	who is v for vendetta?	Would you click on this page when searching for '...'?
94c6a8803f760627	2017-08-04T04:30:23Z	Super Why!	timeout	why is a baby goat a kid?	Would you click on this page when searching for '...'?
c95632903dc4690b	2017-08-04T04:30:44Z	Super Why!	timeout	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
c0807cab2f0b7ff6	2017-08-04T04:31:36Z	Goat	dismiss	why is a baby goat a kid?	If you searched for '...', would this article be a good result?
0b74edf39b07e686	2017-08-04T04:32:32Z	How Do You Sleep? (John Lennon song)	timeout	yesterday beetles	Would you click on this page when searching for '...'?
b42c0cfa4dfda6c9	2017-08-04T04:33:00Z	Tinker, Tailor	timeout	sailor soldier tinker spy	If someone searched for '...', would they want to read this article?
3c7e85629b9341a5	2017-08-04T04:35:58Z	Flowers in the Attic (1987 film)	timeout	how do flowers bloom?	If someone searched for '...', would they want to read this article?
5cd07c2b61fa3b44	2017-08-04T04:36:07Z	Flowers in the Attic (1987 film)	no	how do flowers bloom?	If someone searched for '...', would they want to read this article?
fc7e1035d5766984	2017-08-04T04:37:01Z	Search engine optimization	timeout	search engine	If someone searched for '...', would they want to read this article?
3c7e85629b9341a5	2017-08-04T04:37:20Z	Flowers in the Attic (1987 film)	timeout	how do flowers bloom?	If someone searched for '...', would they want to read this article?
f8569139c69112fa	2017-08-04T04:38:04Z	Flower	no	how do flowers bloom?	Would you click on this page when searching for '...'?
bb2e5a3c6a7db34e	2017-08-04T04:38:25Z	The Stars and Stripes Forever	timeout	star and stripes	If someone searched for '...', would they want to read this article?
35108a583b92e6e1	2017-08-04T04:42:07Z	The Stars and Stripes Forever	timeout	star and stripes	If you searched for '...', would this article be a good result?
bb5e1cba1c0b4d42	2017-08-04T04:43:06Z	Ian Bannen	timeout	sailor soldier tinker spy	If you searched for '...', would this article be relevant?
e66c6d15fb97af8e	2017-08-04T04:44:26Z	The Stars and Stripes Forever	timeout	star and stripes	Would you click on this page when searching for '...'?
093fb9f17989081f	2017-08-04T04:45:25Z	Search engine optimization	timeout	search engine	If you searched for '...', would this article be relevant?
24c9808dc060240a	2017-08-04T04:45:33Z	V for Vendetta	timeout	who is v for vendetta?	If you searched for '...', would this article be a good result?
ed517b81e819dad6	2017-08-04T04:46:40Z	Diss (music)	timeout	yesterday beetles	Would you click on this page when searching for '...'?
6d832c13d19bd8ca	2017-08-04T04:49:27Z	V for Vendetta	timeout	who is v for vendetta?	If you searched for '...', would this article be relevant?
fbc38b321a514061	2017-08-04T04:50:17Z	Super Why!	no	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
7a53fb57ae4f452e	2017-08-04T04:51:07Z	Buster Keaton	timeout	block buster	If you searched for '...', would this article be relevant?
fbc38b321a514061	2017-08-04T04:51:14Z	Super Why!	no	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
fbc38b321a514061	2017-08-04T04:51:42Z	Super Why!	no	why is a baby goat a kid?	Would you click on this page when searching for '...'?
c5b44b48f361279f	2017-08-04T04:52:01Z	V (comics)	timeout	who is v for vendetta?	If you searched for '...', would this article be relevant?
0899acd12e83676b	2017-08-04T04:52:10Z	Flower	timeout	how do flowers bloom?	If someone searched for '...', would they want to read this article?
87ff312cae360f7a	2017-08-04T04:52:16Z	Barney & Friends	dismiss	why is a baby goat a kid?	If you searched for '...', would this article be a good result?
e7042dc106b8d589	2017-08-04T04:52:20Z	List of V for Vendetta characters	timeout	who is v for vendetta?	If you searched for '...', would this article be relevant?
e2d91dc667f151bf	2017-08-04T04:52:42Z	Goat	timeout	why is a baby goat a kid?	If you searched for '...', would this article be relevant?
da166be7ec6cfeda	2017-08-04T04:53:16Z	Flowers in the Attic	timeout	how do flowers bloom?	If someone searched for '...', would they want to read this article?
b22305adab220147	2017-08-04T04:58:42Z	Fewer vs. less	yes	10 items or fewer	If someone searched for '...', would they want to read this article?
c8dd1781b2a17121	2017-08-04T04:59:47Z	IQ classification	dismiss	what is a genius iq?	If you searched for '...', would this article be a good result?
041defc3315c1d7c	2017-08-04T05:00:17Z	V (comics)	yes	who is v for vendetta?	If someone searched for '...', would they want to read this article?
af8aa0663558a7e0	2017-08-04T05:02:23Z	Barney & Friends	timeout	why is a baby goat a kid?	If you searched for '...', would this article be relevant?
2d732fee0ff327d4	2017-08-04T05:02:37Z	Item-item collaborative filtering	no	10 items or fewer	If someone searched for '...', would they want to read this article?
