session_id	ts	article	choice	query	question
70d0ac2eef6251c6	2017-08-11T05:54:49Z	Super Why!	timeout	why is a baby goat a kid?	If you searched for '...', would this article be a good result?
f74834abd1726d85	2017-08-11T05:56:46Z	Buster Keaton	no	block buster	If you searched for '...', would this article be relevant?
cf31299df4a0121d	2017-08-11T05:57:03Z	IQ classification	timeout	what is a genius iq?	If you searched for '...', would this article be relevant?
3d92200541e799c8	2017-08-11T05:57:45Z	Tinker Tailor Soldier Spy	unsure	sailor soldier tinker spy	If you searched for '...', would this article be a good result?
ee3a0aca42d8b4ab	2017-08-11T05:59:22Z	Flowers in the Attic	no	how do flowers bloom?	If you searched for '...', would this article be a good result?
d7af25fec2e02287	2017-08-11T05:59:36Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
f58e7af0de8ee72f	2017-08-11T05:59:45Z	Goat	timeout	why is a baby goat a kid?	Would you click on this page when searching for '...'?
0dfdf874749550c0	2017-08-11T06:00:10Z	V for Vendetta	timeout	who is v for vendetta?	If someone searched for '...', would they want to read this article?
3d92200541e799c8	2017-08-11T06:01:31Z	Tinker Tailor Soldier Spy	unsure	sailor soldier tinker spy	Would you click on this page when searching for '...'?
87878aaf7a50e67c	2017-08-11T06:05:11Z	Audio search engine	timeout	search engine	Would you click on this page when searching for '...'?
c8ba7bbbe3e9fcc7	2017-08-11T06:05:29Z	V (comics)	no	who is v for vendetta?	If you searched for '...', would this article be relevant?
a16cf683fb65c071	2017-08-11T06:06:22Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
13638662964b3114	2017-08-11T06:08:04Z	IQ classification	timeout	what is a genius iq?	If you searched for '...', would this article be relevant?
86f4acad8256703a	2017-08-11T06:09:58Z	V for Vendetta (film)	timeout	who is v for vendetta?	Would you click on this page when searching for '...'?
d1302aca04e69d1b	2017-08-11T06:10:40Z	Buster Keaton	timeout	block buster	If you searched for '...', would this article be relevant?
d92b9e936504d520	2017-08-11T06:14:58Z	Search engine optimization	timeout	search engine	Would you click on this page when searching for '...'?
586ce0887f429cc6	2017-08-11T06:15:08Z	Flowers in the Attic (1987 film)	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
1b5b516c841d99d6	2017-08-11T06:15:14Z	Item 47	timeout	10 items or fewer	If you searched for '...', would this article be relevant?
fe7fbe65ee61b390	2017-08-11T06:18:10Z	Flower	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
d2d126e2e6c1338a	2017-08-11T06:18:14Z	Flowers in the Attic	timeout	how do flowers bloom?	Would you click on this page when searching for '...'?
950ad8c775a49126	2017-08-11T06:18:26Z	Super Why!	timeout	why is a baby goat a kid?	If you searched for '...', would this article be a good result?
45d50d3274d42e9e	2017-08-11T06:27:40Z	How Do You Sleep? (John Lennon song)	no	yesterday beetles	If you searched for '...', would this article be relevant?
31985693f4b5825a	2017-08-11T06:30:54Z	Super Why!	timeout	why is a baby goat a kid?	If someone searched for '...', would they want to read this article?
ee7c397b15c6aa02	2017-08-11T06:31:20Z	IQ classification	timeout	what is a genius iq?	If you searched for '...', would this article be a good result?
67fcb46e4bac5021	2017-08-11T06:32:41Z	Diss (music)	timeout	yesterday beetles	If someone searched for '...', would they want to read this article?
eae79ff2bcea2bd6	2017-08-11T06:34:27Z	Search engine optimization	timeout	search engine	If you searched for '...', would this article be a good result?
a89d5ebaf5ff79dc	2017-08-11T06:37:59Z	List of V for Vendetta characters	timeout	who is v for vendetta?	Would you click on this page when searching for '...'?
361bfe6dd3c7968c	2017-08-11T06:38:30Z	The Stars and Stripes Forever	timeout	star and stripes	If you searched for '...', would this article be a good result?
06b228f43ab4c132	2017-08-11T06:41:42Z	Diss (music)	timeout	yesterday beetles	If someone searched for '...', would they want to read this article?
aed85c6100f351e8	2017-08-11T06:43:17Z	Web search engine	unsure	search engine	Would you click on this page when searching for '...'?
8e203806c55063a0	2017-08-11T06:43:35Z	How Do You Sleep? (John Lennon song)	no	yesterday beetles	Would you click on this page when searching for '...'?
11287a7d5d01c9ac	2017-08-11T06:47:21Z	Fewer vs. less	timeout	10 items or fewer	Would you click on this page when searching for '...'?
679d39838673c7d5	2017-08-11T06:50:17Z	Search engine optimization	timeout	search engine	If someone searched for '...', would they want to read this article?
0a08b49b031613aa	2017-08-11T06:50:20Z	IQ classification	timeout	what is a genius iq?	Would you click on this page when searching for '...'?
977eecc2db673476	2017-08-11T06:51:29Z	Search engine marketing	timeout	search engine	If you searched for '...', would this article be relevant?
355c2602135cd390	2017-08-11T06:51:52Z	The Stars and Stripes Forever	timeout	star and stripes	Would you click on this page when searching for '...'?
66d05a65d02adffa	2017-08-11T06:52:45Z	How Do You Sleep? (John Lennon song)	timeout	yesterday beetles	If you searched for '...', would this article be a good result?
2a301e60aa4858d4	2017-08-11T06:53:53Z	Flowers in the Attic	timeout	how do flowers bloom?	If someone searched for '...', would they want to read this article?
16ce6c9a64dba073	2017-08-11T06:54:27Z	Flowers in the Attic	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
e57b335b08bf2874	2017-08-11T06:59:06Z	Item 47	timeout	10 items or fewer	Would you click on this page when searching for '...'?
25a21304083eeeb8	2017-08-11T06:59:10Z	Flower	timeout	how do flowers bloom?	If you searched for '...', would this article be a good result?
f359762ac1dc0ec7	2017-08-11T07:01:12Z	Search engine optimization	timeout	search engine	If you searched for '...', would this article be relevant?
2c74a9b86386485f	2017-08-11T07:01:36Z	High IQ society	timeout	what is a genius iq?	If someone searched for '...', would they want to read this article?
d0063b001c3d6569	2017-08-11T07:03:05Z	Diss (music)	timeout	yesterday beetles	Would you click on this page when searching for '...'?
07a2cf609e58865f	2017-08-11T07:03:12Z	Web search engine	yes	search engine	Would you click on this page when searching for '...'?
92bb4bda8754ca85	2017-08-11T07:04:41Z	Search engine marketing	timeout	search engine	If you searched for '...', would this article be relevant?
5c240fa8d8aaa4d7	2017-08-11T07:07:57Z	Buster Keaton	timeout	block buster	Would you click on this page when searching for '...'?
adfae4be2ef67ead	2017-08-11T07:10:51Z	Goat	timeout	why is a baby goat a kid?	Would you click on this page when searching for '...'?
72bae55d35bede5f	2017-08-11T07:12:21Z	Search engine optimization	timeout	search engine	If someone searched for '...', would they want to read this article?
9c6f710bb22ed59f	2017-08-11T07:13:00Z	Flowers in the Attic	timeout	how do flowers bloom?	Would you click on this page when searching for '...'?
13202784afbd373f	2017-08-11T07:14:11Z	Buster Keaton	timeout	block buster	If someone searched for '...', would they want to read this article?
1222005b2dbef397	2017-08-11T07:14:13Z	V (comics)	timeout	who is v for vendetta?	If you searched for '...', would this article be a good result?
65024606f2985c65	2017-08-11T07:15:07Z	Item-item collaborative filtering	timeout	10 items or fewer	If someone searched for '...', would they want to read this article?
2532f1ad2e72c062	2017-08-11T07:17:10Z	V for Vendetta	no	who is v for vendetta?	If someone searched for '...', would they want to read this article?
bd665ea74874c72f	2017-08-11T07:18:11Z	Diss (music)	timeout	yesterday beetles	If you searched for '...', would this article be relevant?
45e515ee0081607e	2017-08-11T07:19:40Z	V for Vendetta (film)	timeout	who is v for vendetta?	If someone searched for '...', would they want to read this article?
db424cdb40b14da6	2017-08-11T07:23:18Z	Flowers in the Attic	no	how do flowers bloom?	If someone searched for '...', would they want to read this article?
97d062573b45f61c	2017-08-11T07:23:47Z	V (comics)	timeout	who is v for vendetta?	If you searched for '...', would this article be a good result?
334a86340a2b2014	2017-08-11T07:24:09Z	Stripes (film)	no	star and stripes	If someone searched for '...', would they want to read this article?
732961f60d1d982e	2017-08-11T07:25:16Z	Search engine marketing	timeout	search engine	If someone searched for '...', would they want to read this article?
21c8334a99e64cdd	2017-08-11T07:27:27Z	Buster Keaton	timeout	block buster	If someone searched for '...', would they want to read this article?
d525d577b59079ae	2017-08-11T07:27:45Z	Private language argument	timeout	yesterday beetles	If someone searched for '...', would they want to read this article?
962b814804bbe994	2017-08-11T07:27:50Z	How Do You Sleep? (John Lennon song)	timeout	yesterday beetles	If you searched for '...', would this article be relevant?
2099f1d52709282a	2017-08-11T07:30:11Z	Web search engine	unsure	search engine	If you searched for '...', would this article be a good result?
6f502097021bf945	2017-08-11T07:30:23Z	Goat	timeout	why is a baby goat a kid?	If you searched for '...', would this article be a good result?
86f654820b9b0c6b	2017-08-11T07:34:13Z	Genius (website)	no	what is a genius iq?	If someone searched for '...', would they want to read this article?
ea7251e257c43238	2017-08-11T07:35:41Z	V (comics)	timeout	who is v for vendetta?	Would you click on this page when searching for '...'?
c5f1d59a865ef8ab	2017-08-11T07:37:16Z	V for Vendetta	timeout	who is v for vendetta?	If you searched for '...', would this article be relevant?
90e0ec0983b9477c	2017-08-11T07:38:20Z	Genius	no	what is a genius iq?	If you searched for '...', would this article be a good result?
faba031f83680572	2017-08-11T07:40:07Z	The Kids from Room 402	timeout	why is a baby goat a kid?	If you searched for '...', would this article be relevant?
2f8aa8b0322b0166	2017-08-11T07:45:47Z	IQ classification	timeout	what is a genius iq?	If someone searched for '...', would they want to read this article?
aabd9ee0e1453ba2	2017-08-11T07:46:12Z	Flowers in the Attic (1987 film)	timeout	how do flowers bloom?	If you searched for '...', would this article be a good result?
fea5e8a8b0bfecdc	2017-08-11T07:49:15Z	High IQ society	timeout	what is a genius iq?	If you searched for '...', would this article be a good result?
53d150c26857e942	2017-08-11T07:49:43Z	Search engine marketing	timeout	search engine	If you searched for '...', would this article be a good result?
c8dfe4acaf0340dd	2017-08-11T07:53:17Z	V (comics)	unsure	who is v for vendetta?	If you searched for '...', would this article be a good result?
3394dc8467c52ab8	2017-08-11T07:54:34Z	The Kids from Room 402	timeout	why is a baby goat a kid?	Would you click on this page when searching for '...'?
0ae5d9ee0502f2df	2017-08-11T07:55:51Z	Web search engine	timeout	search engine	Would you click on this page when searching for '...'?
3edcb2e16d8b02c5	2017-08-11T07:58:17Z	Britain in Bloom	timeout	how do flowers bloom?	If you searched for '...', would this article be a good result?
ad77ed4f0fac445b	2017-08-11T07:58:46Z	Tinker Tailor Soldier Spy	yes	sailor soldier tinker spy	If you searched for '...', would this article be relevant?
c46fb85fb7c3dc48	2017-08-11T08:01:24Z	Web search engine	timeout	search engine	If you searched for '...', would this article be a good result?
1b98497e07449a17	2017-08-11T08:02:03Z	Flower	timeout	how do flowers bloom?	If you searched for '...', would this article be relevant?
8950c5871fb83f78	2017-08-11T08:02:33Z	Private language argument	no	yesterday beetles	If someone searched for '...', would they want to read this article?
c0ccc2a663b20e71	2017-08-11T08:07:02Z	Genius (website)	timeout	what is a genius iq?	If someone searched for '...', would they want to read this article?
0ea35e1eb89905e4	2017-08-11T08:08:11Z	Buster Keaton	timeout	block buster	If someone searched for '...', would they want to read this article?
2227a0b0099b1a3b	2017-08-11T08:09:18Z	Super Why!	no	why is a baby goat a kid?	Would you click on this page when searching for '...'?
c10e52d903ed08aa	2017-08-11T08:14:47Z	Flowers in the Attic	timeout	how do flowers bloom?	If someone searched for '...', would they want to read this article?
29689d97eef646f9	2017-08-11T08:16:51Z	High IQ society	timeout	what is a genius iq?	If you searched for '...', would this article be a good result?
501e3dc28017c4b6	2017-08-11T08:20:13Z	Web search engine	timeout	search engine	If you searched for '...', would this article be relevant?
1000a8dd812a560d	2017-08-11T08:22:07Z	High IQ society	no	what is a genius iq?	If you searched for '...', would this article be a good result?
70e95e2d4f0ab435	2017-08-11T08:22:07Z	Search engine marketing	timeout	search engine	If you searched for '...', would this article be a good result?
ca8c928d4cab965f	2017-08-11T08:22:10Z	List of search engines	timeout	search engine	If you searched for '...', would this article be relevant?
63cba6ae6159a46b	2017-08-11T08:23:55Z	Tinker, Tailor	timeout	sailor soldier tinker spy	Would you click on this page when searching for '...'?
485cb268b1866855	2017-08-11T08:25:03Z	Web search engine	timeout	search engine	If you searched for '...', would this article be relevant?
